step_id,audience,route,name,purpose,components,api_dependencies,server_query,mutations,state_handling,authorization,accessibility,p95_server_ms,max_db_queries,max_compressed_kb,success_criteria
S32,Portal,/portal,Portal home,"Show own organization onboarding requests, tickets, files and feedback actions.",PortalShell; TaskCards; TicketSummary; PlainStatus,GET /portal/me; GET portal onboarding/tickets/feedback,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Open permitted object,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Server derives contact/organization from session,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,18,700,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤18, compressed transfer ≤700 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/onboarding,Portal onboarding,List own organization onboarding cases and requested inputs.,CaseCards; Progress; RequestList,GET portal onboarding; submit customer request; upload/download files,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Open/submit request,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Portal organization scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,18,700,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤18, compressed transfer ≤700 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/onboarding/{id},Portal onboarding detail,Submit requested information/files and see approved progress/status wording.,Progress; RequestForms; SafeFileUpload; CustomerVisibleTimeline,GET portal onboarding; submit customer request; upload/download files,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Submit/revise open request,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Portal organization scope; internal data absent,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/tickets,Portal tickets,List/create tickets for own organization.,TicketList; CreateTicketForm; StatusLabels,GET/POST portal tickets; GET ticket; POST messages; files,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/open ticket,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Portal organization scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,18,700,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤18, compressed transfer ≤700 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/tickets/{id},Portal ticket detail,Read customer-visible conversation and add messages/files.,TicketHeader; CustomerConversation; ReplyForm; SafeFileUpload,GET/POST portal tickets; GET ticket; POST messages; files,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Post message/file,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Portal organization and ticket scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,22,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤22, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/files,Portal files,List/download only portal-visible own-organization files.,FileList; ClassificationHelp; DownloadAction,GET /portal/files/{id}; POST /portal/files,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Upload where request permits; download,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Portal file links derived server-side,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1300,16,650,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1300 ms, SQL count ≤16, compressed transfer ≤650 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/feedback,Portal feedback,Complete open authenticated surveys and review completion state.,SurveyCards; AccessibleSurveyForm,GET/POST portal feedback,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Submit response,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Portal contact/organization scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,18,700,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤18, compressed transfer ≤700 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Portal,/portal/preferences,Portal preferences,Update allowed contact profile and communication preferences.,ProfileForm; PreferenceMatrix; EvidenceNotice,GET/PATCH /portal/me,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Update permitted fields,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Own portal identity only,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1200,16,550,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1200 ms, SQL count ≤16, compressed transfer ≤550 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Public,/public/lead,Public lead form,"Accept a bounded, accessible sales enquiry without external CAPTCHA.",LeadForm; Honeypot; TimingToken; PrivacyNotice; NeutralSuccess,POST /public/leads,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Submit lead,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Public rate-limited and quarantinable,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,12,450,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤12, compressed transfer ≤450 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Public,/public/support,Public support form,Accept bounded support intake with safe upload policy and neutral confirmation.,SupportForm; ImpactUrgency; SafeUpload; PrivacyNotice,POST /public/support,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Submit ticket intent,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Public rate-limited,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,12,500,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤12, compressed transfer ≤500 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Public,/public/feedback/{token},Signed feedback,Show exact survey version and accept one scoped response.,TokenState; AccessibleSurvey; Confirmation,GET/POST /public/feedback/{token},Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Submit response,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Signed purpose-bound token,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,12,450,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤12, compressed transfer ≤450 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Public,/public/preferences/{token},Signed preference center,Show/update only allowed purpose/channel preferences.,TokenState; PreferenceMatrix; Confirmation,GET/PATCH /public/preferences/{token},Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Update preferences,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Signed purpose-bound token,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,12,400,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤12, compressed transfer ≤400 KB; empty, invalid, conflict and dependency-failure states are useful."
S32,Public,/public/quote/{token},Signed quote view,View/download immutable issued quote and record intent for staff review.,QuoteSnapshot; SafeDownload; Expiry; ResponseForm,GET /public/quotes/{token}; POST response,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Accept/reject intent,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Signed quote-specific token,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,12,750,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤12, compressed transfer ≤750 KB; empty, invalid, conflict and dependency-failure states are useful."
S03,All,/errors/{status},Branded errors,"Provide plain, accessible, non-disclosing errors with correlation ID and safe contact path.",ErrorTitle; CorrelationId; SafeActions,Server-rendered view; API selected from implementation matrix by capability,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,None,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,No internal paths/stack/version disclosure,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,700,2,120,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤700 ms, SQL count ≤2, compressed transfer ≤120 KB; empty, invalid, conflict and dependency-failure states are useful."
